rateCode,price,Location,Instance Family,vCPU,Instance Type,Memory,Storage,Network Performance,plc:OperatingSystem,plc:InstanceFamily,Operating System,Pre Installed S/W,License Model
PGXV596NBZYAYB85.JRTCKXETXF.6YS6EN2CT7,0.4000000000,US East (N. Virginia),Compute optimized,4,c5n.xlarge,10.5 GiB,EBS only,Up to 25 Gigabit,Windows,Compute Optimized,Windows,NA,No License required
PHM2NYB662MPMP2G.JRTCKXETXF.6YS6EN2CT7,2.1090000000,US East (N. Virginia),Storage optimized,16,i4i.4xlarge,128 GiB,1 x 3750 NVMe SSD,Up to 25 Gigabit,Windows,Storage Optimized,Windows,NA,No License required
PGBR5CFTTF8DA6DB.JRTCKXETXF.6YS6EN2CT7,1.0176300000,US East (N. Virginia),Memory optimized,4,x2iedn.xlarge,128 GiB,1 x 118 NVMe SSD,Up to 25 Gigabit,Windows,Memory Optimized,Windows,NA,No License required
PGR5FRABP4TABQWQ.JRTCKXETXF.6YS6EN2CT7,10.1280000000,US East (N. Virginia),General purpose,96,m5n.24xlarge,384 GiB,EBS only,100 Gigabit,Windows,General Purpose,Windows,NA,No License required
PTGRX5MK4DDZ3C69.JRTCKXETXF.6YS6EN2CT7,0.2640000000,US East (N. Virginia),Storage optimized,2,i4i.large,16 GiB,1 x 468 NVMe SSD,Up to 10 Gigabit,Windows,Storage Optimized,Windows,NA,No License required
PU7HTBY2DWN9A4CH.JRTCKXETXF.6YS6EN2CT7,9.8400000000,US East (N. Virginia),Memory optimized,96,r5a.24xlarge,768 GiB,EBS only,20 Gigabit,Windows,Memory Optimized,Windows,NA,No License required
PXY74A6QN49JAXDC.JRTCKXETXF.6YS6EN2CT7,3.0848000000,US East (N. Virginia),General purpose,32,m7i.8xlarge,128 GiB,EBS only,12500 Megabit,Windows,General Purpose,Windows,NA,No License required
Q49VKFFWC877GUFC.JRTCKXETXF.6YS6EN2CT7,0.3840000000,US East (N. Virginia),General purpose,4,m4.xlarge,16 GiB,EBS only,High,Windows,General Purpose,Windows,NA,No License required
PTSHWPAYPTH89XQS.JRTCKXETXF.6YS6EN2CT7,2.8544000000,US East (N. Virginia),General purpose,32,m6a.8xlarge,128 GiB,EBS only,12500 Megabit,Windows,General Purpose,Windows,NA,No License required
Q5RZW7MUQJC46XBJ.JRTCKXETXF.6YS6EN2CT7,6.5600000000,US East (N. Virginia),General purpose,64,m5d.16xlarge,256 GiB,4 x 600 NVMe SSD,20 Gigabit,Windows,General Purpose,Windows,NA,No License required
Q7KRGX9524EXCE9T.JRTCKXETXF.6YS6EN2CT7,1.8760000000,US East (N. Virginia),GPU instance,16,g3.4xlarge,122 GiB,EBS only,Up to 10 Gigabit,Windows,Accelerated Computing,Windows,NA,No License required
Q95VBRCY396PHJXB.JRTCKXETXF.6YS6EN2CT7,4.5120000000,US East (N. Virginia),Compute optimized,48,c5d.12xlarge,96 GiB,2 x 900 NVMe SSD,12 Gigabit,Windows,Compute Optimized,Windows,NA,No License required
QAMMQS9R5WC8PTN7.JRTCKXETXF.6YS6EN2CT7,7.9360000000,US East (N. Virginia),Storage optimized,64,i3.16xlarge,488 GiB,8 x 1900 NVMe SSD,20 Gigabit,Windows,Storage Optimized,Windows,NA,No License required
PXX7ZX4HRH2YJVEG.JRTCKXETXF.6YS6EN2CT7,0.0098000000,US East (N. Virginia),General purpose,2,t3.nano,0.5 GiB,EBS only,Up to 5 Gigabit,Windows,General Purpose,Windows,NA,No License required
GCVNP3P773YU7QZU.JRTCKXETXF.6YS6EN2CT7,0.5560000000,US East (N. Virginia),Memory optimized,4,r7iz.xlarge,32 GiB,EBS only,Up to 12500 Megabit,Windows,Memory Optimized,Windows,NA,No License required
Q7J7N544Y92FFHWS.JRTCKXETXF.6YS6EN2CT7,4.9296000000,US East (N. Virginia),Memory optimized,48,r6a.12xlarge,384 GiB,EBS only,18750 Megabit,Windows,Memory Optimized,Windows,NA,No License required
GT2YADF8BBMV8XFS.JRTCKXETXF.6YS6EN2CT7,18.6854400000,US East (N. Virginia),Compute optimized,192,c7a.48xlarge,384 GiB,EBS only,50000 Megabit,Windows,Compute Optimized,Windows,NA,No License required
GPQ9VNPAAZ3ZJZXD.JRTCKXETXF.6YS6EN2CT7,0.1780000000,US East (N. Virginia),Compute optimized,2,c5ad.large,4 GiB,1 x 75 NVMe SSD,Up to 10 Gigabit,Windows,Compute Optimized,Windows,NA,No License required
4F6W8DNQFUMHKEZF.JRTCKXETXF.6YS6EN2CT7,0.0196000000,US East (N. Virginia),General purpose,2,t3.micro,1 GiB,EBS only,Up to 5 Gigabit,Windows,General Purpose,Windows,NA,No License required
4F7HFAK8E2KS9HNA.JRTCKXETXF.6YS6EN2CT7,1.3520000000,US East (N. Virginia),Compute optimized,16,c5a.4xlarge,32 GiB,EBS only,Up to 10 Gigabit,Windows,Compute Optimized,Windows,NA,No License required
4M6622HRKYEJPM3K.JRTCKXETXF.6YS6EN2CT7,10.9440000000,US East (N. Virginia),General purpose,96,m5dn.metal,384 GiB,4 x 900 NVMe SSD,100 Gigabit,Windows,General Purpose,Windows,NA,No License required
4MXGXTGVVJUS59BB.JRTCKXETXF.6YS6EN2CT7,8.7000000000,US East (N. Virginia),Compute optimized,96,c7i.24xlarge,192 GiB,EBS only,37500 Megabit,Windows,Compute Optimized,Windows,NA,No License required
4NEJM8X5ME9CJSET.JRTCKXETXF.6YS6EN2CT7,3.3704000000,US East (N. Virginia),General purpose,32,m6id.8xlarge,128 GiB,1 x 1900 NVMe SSD,12500 Megabit,Windows,General Purpose,Windows,NA,No License required
5MJXHMJ4S8EN3GMR.JRTCKXETXF.6YS6EN2CT7,0.3892800000,US East (N. Virginia),Compute optimized,4,c7a.xlarge,8 GiB,EBS only,Up to 12500 Megabit,Windows,Compute Optimized,Windows,NA,No License required
5JKCCVZU8MX4DGMQ.JRTCKXETXF.6YS6EN2CT7,13.1456000000,US East (N. Virginia),Memory optimized,128,r6a.32xlarge,1024 GiB,EBS only,50000 Megabit,Windows,Memory Optimized,Windows,NA,No License required
5M5TGRSJ7RQAC8HJ.JRTCKXETXF.6YS6EN2CT7,2.9000000000,US East (N. Virginia),Compute optimized,32,c7i.8xlarge,64 GiB,EBS only,12500 Megabit,Windows,Compute Optimized,Windows,NA,No License required
5CMJ2RREHKGZTY3C.JRTCKXETXF.6YS6EN2CT7,0.4360000000,US East (N. Virginia),Memory optimized,4,r5.xlarge,32 GiB,EBS only,Up to 10 Gigabit,Windows,Memory Optimized,Windows,NA,No License required
58EXRGUEKVGM346C.JRTCKXETXF.6YS6EN2CT7,10.1112000000,US East (N. Virginia),General purpose,96,m6id.24xlarge,384 GiB,4 x 1425 NVMe SSD,37500 Megabit,Windows,General Purpose,Windows,NA,No License required
65YSUPNAN563AP29.JRTCKXETXF.6YS6EN2CT7,0.7785600000,US East (N. Virginia),Compute optimized,8,c7a.2xlarge,16 GiB,EBS only,Up to 12500 Megabit,Windows,Compute Optimized,Windows,NA,No License required
673H65ZNDZYPM93M.JRTCKXETXF.6YS6EN2CT7,0.3380000000,US East (N. Virginia),Compute optimized,4,c5a.xlarge,8 GiB,EBS only,Up to 10 Gigabit,Windows,Compute Optimized,Windows,NA,No License required
65TQ59ABD2GYEYY6.JRTCKXETXF.6YS6EN2CT7,16.8700000000,US East (N. Virginia),Storage optimized,128,i4i.metal,1024 GiB,8 x 3750 NVMe SSD,75000 Megabit,Windows,Storage Optimized,Windows,NA,No License required
66W3PGETT462AMK2.JRTCKXETXF.6YS6EN2CT7,3.3360000000,US East (N. Virginia),Memory optimized,24,z1d.6xlarge,192 GiB,1 x 900 NVMe SSD,10 Gigabit,Windows,Memory Optimized,Windows,NA,No License required
65P4Y8WDUV7V8WXZ.JRTCKXETXF.6YS6EN2CT7,0.3540000000,US East (N. Virginia),Compute optimized,4,c6i.xlarge,8 GiB,EBS only,Up to 12500 Megabit,Windows,Compute Optimized,Windows,NA,No License required
6A3W2FZDRCMP2VVD.JRTCKXETXF.6YS6EN2CT7,0.8000000000,US East (N. Virginia),Compute optimized,8,c5n.2xlarge,21 GiB,EBS only,Up to 25 Gigabit,Windows,Compute Optimized,Windows,NA,No License required
6ADN5F2UDDANJB6H.JRTCKXETXF.6YS6EN2CT7,0.8920000000,US East (N. Virginia),Memory optimized,8,r5ad.2xlarge,64 GiB,1 x 300 NVMe SSD,Up to 10 Gigabit,Windows,Memory Optimized,Windows,NA,No License required
69UU24ENP2GD52PU.JRTCKXETXF.6YS6EN2CT7,2.6960000000,US East (N. Virginia),Compute optimized,32,c6a.8xlarge,64 GiB,EBS only,12500 Megabit,Windows,Compute Optimized,Windows,NA,No License required
52XSU7K6PWUFPKB4.JRTCKXETXF.6YS6EN2CT7,0.1880000000,US East (N. Virginia),Compute optimized,2,c5d.large,4 GiB,1 x 50 NVMe SSD,Up to 10 Gigabit,Windows,Compute Optimized,Windows,NA,No License required
4Y7QPNHCP4WADJ5Q.JRTCKXETXF.6YS6EN2CT7,3.9200000000,US East (N. Virginia),GPU instance,32,g5.8xlarge,128 GiB,1 x 900 GB NVMe SSD,25 Gigabit,Windows,Accelerated Computing,Windows,NA,No License required
4XPC5NCG6KZRMEJD.JRTCKXETXF.6YS6EN2CT7,0.2360000000,US East (N. Virginia),Memory optimized,2,r5d.large,16 GiB,1 x 75 NVMe SSD,Up to 10 Gigabit,Windows,Memory Optimized,Windows,NA,No License required
68JXBV5UF5AMUV4X.JRTCKXETXF.6YS6EN2CT7,8.1440000000,US East (N. Virginia),Memory optimized,32,x1e.8xlarge,976 GiB,1 x 960 SSD,Up to 10 Gigabit,Windows,Memory Optimized,Windows,NA,No License required
6898Z5WFTX5GEKYT.JRTCKXETXF.6YS6EN2CT7,4.0720000000,US East (N. Virginia),Memory optimized,16,x1e.4xlarge,488 GiB,1 x 480 SSD,Up to 10 Gigabit,Windows,Memory Optimized,Windows,NA,No License required
68TFKFM9J33ZZB97.JRTCKXETXF.6YS6EN2CT7,1.8000000000,US East (N. Virginia),Memory optimized,16,r4.4xlarge,122 GiB,EBS only,Up to 10 Gigabit,Windows,Memory Optimized,Windows,NA,No License required
68EG9A8YWGD85VW5.JRTCKXETXF.6YS6EN2CT7,12.4320000000,US East (N. Virginia),Memory optimized,96,r5dn.metal,768 GiB,4 x 900 NVMe SSD,100 Gigabit,Windows,Memory Optimized,Windows,NA,No License required
67QTUXXV4MU5C39U.JRTCKXETXF.6YS6EN2CT7,0.3560000000,US East (N. Virginia),Compute optimized,4,c5ad.xlarge,8 GiB,1 x 150 NVMe SSD,Up to 10 Gigabit,Windows,Compute Optimized,Windows,NA,No License required
6DR85XFER3USR8AF.JRTCKXETXF.6YS6EN2CT7,14.7987200000,US East (N. Virginia),General purpose,128,m6in.metal,512 GiB,EBS only,200000 Megabit,Windows,General Purpose,Windows,NA,No License required
6EK2D9JK6EYSEQKP.JRTCKXETXF.6YS6EN2CT7,3.8160000000,US East (N. Virginia),Storage optimized,24,i3en.6xlarge,192 GiB,2 x 7500 NVMe SSD,25 Gigabit,Windows,Storage Optimized,Windows,NA,No License required
6MCQ45CJ6T6N2N3S.JRTCKXETXF.6YS6EN2CT7,6.6720000000,US East (N. Virginia),Memory optimized,48,z1d.metal,384 GiB,2 x 900 NVMe SSD,25 Gigabit,Windows,Memory Optimized,Windows,NA,No License required
6GJZVJZ5GTXDYYKX.JRTCKXETXF.6YS6EN2CT7,8.0880000000,US East (N. Virginia),Compute optimized,96,c6a.24xlarge,192 GiB,EBS only,37500 Megabit,Windows,Compute Optimized,Windows,NA,No License required
6GKHU33N2W8MZ3ZR.JRTCKXETXF.6YS6EN2CT7,11.5680000000,US East (N. Virginia),Memory optimized,96,r5b.metal,768 GiB,EBS only,25 Gigabit,Windows,Memory Optimized,Windows,NA,No License required
6MXSBYN5SHXC2FMC.JRTCKXETXF.6YS6EN2CT7,0.4108000000,US East (N. Virginia),Memory optimized,4,r6a.xlarge,32 GiB,EBS only,Up to 12500 Megabit,Windows,Memory Optimized,Windows,NA,No License required
6PJMXTM7984ET69K.JRTCKXETXF.6YS6EN2CT7,1.4272000000,US East (N. Virginia),General purpose,16,m6a.4xlarge,64 GiB,EBS only,Up to 12500 Megabit,Windows,General Purpose,Windows,NA,No License required
55WR62Y9JCGXXJPA.JRTCKXETXF.6YS6EN2CT7,7.1776000000,US East (N. Virginia),Memory optimized,64,r7i.16xlarge,512 GiB,EBS only,25000 Megabit,Windows,Memory Optimized,Windows,NA,No License required
5RQPDWUK4MKMRQMC.JRTCKXETXF.6YS6EN2CT7,0.0973200000,US East (N. Virginia),Compute optimized,1,c7a.medium,2 GiB,EBS only,Up to 12500 Megabit,Windows,Compute Optimized,Windows,NA,No License required
6ACKSJX6KGWPAVR7.JRTCKXETXF.6YS6EN2CT7,0.2441500000,US East (N. Virginia),Memory optimized,2,r7a.large,16 GiB,EBS only,Up to 12500 Megabit,Windows,Memory Optimized,Windows,NA,No License required
6CZHX7FDNEGZP73C.JRTCKXETXF.6YS6EN2CT7,75.2080000000,US East (N. Virginia),Memory optimized,448,u-6tb1.112xlarge,6144 GiB,EBS only,100 Gigabit,Windows,Memory Optimized,Windows,NA,No License required
9W9C9RYCEM7MTPXG.JRTCKXETXF.6YS6EN2CT7,1.7440000000,US East (N. Virginia),Memory optimized,16,r5.4xlarge,128 GiB,EBS only,Up to 10 Gigabit,Windows,Memory Optimized,Windows,NA,No License required
5ENC5NT5E9PMC573.JRTCKXETXF.6YS6EN2CT7,19.7184000000,US East (N. Virginia),Memory optimized,192,r6a.48xlarge,1536 GiB,EBS only,50000 Megabit,Windows,Memory Optimized,Windows,NA,No License required
AVFCYPTZANYJJM9X.JRTCKXETXF.6YS6EN2CT7,3.2864000000,US East (N. Virginia),Compute optimized,32,c6in.8xlarge,64 GiB,EBS only,50000 Megabit,Windows,Compute Optimized,Windows,NA,No License required
5G4YZXJUHDCCXEDQ.JRTCKXETXF.6YS6EN2CT7,0.2780000000,US East (N. Virginia),Memory optimized,2,r7iz.large,16 GiB,EBS only,Up to 12500 Megabit,Windows,Memory Optimized,Windows,NA,No License required
5HASRPRF2XY9CWHP.JRTCKXETXF.6YS6EN2CT7,11.4176000000,US East (N. Virginia),General purpose,128,m6a.32xlarge,512 GiB,EBS only,50000 Megabit,Windows,General Purpose,Windows,NA,No License required
AYPJKSTN4WJQRZAK.JRTCKXETXF.6YS6EN2CT7,0.0162000000,US East (N. Virginia),General purpose,1,t2.micro,1 GiB,EBS only,Low to Moderate,Windows,General Purpose,Windows,NA,No License required
9Q4SMRNHDR2B7M96.JRTCKXETXF.6YS6EN2CT7,0.5270000000,US East (N. Virginia),Storage optimized,4,i4i.xlarge,32 GiB,1 x 937 NVMe SSD,Up to 10 Gigabit,Windows,Storage Optimized,Windows,NA,No License required
5U2P54JKY25MBJTG.JRTCKXETXF.6YS6EN2CT7,1.7840000000,US East (N. Virginia),Memory optimized,16,r5ad.4xlarge,128 GiB,2 x 300 NVMe SSD,Up to 10 Gigabit,Windows,Memory Optimized,Windows,NA,No License required
A5E3R8VRN2MMMED8.JRTCKXETXF.6YS6EN2CT7,0.2590000000,US East (N. Virginia),Memory optimized,2,r5dn.large,16 GiB,1 x 75 NVMe SSD,Up to 25 Gigabit,Windows,Memory Optimized,Windows,NA,No License required
A65KQW6TM9ZUWZJX.JRTCKXETXF.6YS6EN2CT7,0.3180000000,US East (N. Virginia),Storage optimized,2,i3en.large,16 GiB,1 x 1250 NVMe SSD,Up to 25 Gigabit,Windows,Storage Optimized,Windows,NA,No License required
94NWZVF44EURSHFC.JRTCKXETXF.6YS6EN2CT7,0.8426000000,US East (N. Virginia),General purpose,8,m6id.2xlarge,32 GiB,1 x 474 NVMe SSD,Up to 12500 Megabit,Windows,General Purpose,Windows,NA,No License required
Q2H7KZTPYNBU2ABJ.JRTCKXETXF.6YS6EN2CT7,3.2060000000,US East (N. Virginia),GPU instance,32,g4ad.8xlarge,128 GiB,1200 GB NVMe SSD,15 Gigabit,Windows,Accelerated Computing,Windows,NA,No License required
P3FBC83RTJWJ8W93.JRTCKXETXF.6YS6EN2CT7,12.0537600000,US East (N. Virginia),General purpose,96,m6idn.24xlarge,384 GiB,4 x 1425 NVMe SSD,150000 Megabit,Windows,General Purpose,Windows,NA,No License required
GSFR5KSGZUT24Z75.JRTCKXETXF.6YS6EN2CT7,0.2180000000,US East (N. Virginia),Memory optimized,2,r5.large,16 GiB,EBS only,Up to 10 Gigabit,Windows,Memory Optimized,Windows,NA,No License required
P4TPDGNQH5SAQPSP.JRTCKXETXF.6YS6EN2CT7,1.5360000000,US East (N. Virginia),General purpose,16,m4.4xlarge,64 GiB,EBS only,High,Windows,General Purpose,Windows,NA,No License required
